@relation "jmonkeyengine"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.NullPointerException,java.lang.RuntimeException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,com.jme3.asset.AssetNotFoundException,com.jme3.asset.AssetLoadException,java.io.IOException,com.jme3.scene.plugins.blender.file.BlenderFileException,java.lang.AssertionError,java.lang.Exception,com.jme3.renderer.RendererException,org.xml.sax.SAXException,com.jme3.material.plugins.MatParseException,com.jme3.network.kernel.KernelException}

@data
1301,"IfStatement","null",false,"index src count ","int ","","","IOException ","com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException java.io.IOException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1302,"IfStatement","null",false,"binormals mapping ","java.lang.String boolean ","ByPolygonVertex ","equals ","IOException ","com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",java.io.IOException
1303,"IfStatement","null",false,"index src count ","int ","","","IOException ","com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1304,"IfStatement","null",false,"uv index src count i count ","int ","","","IOException ","com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1305,"IfStatement","null",false,"index src count ","int ","","","IOException ","com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException java.io.IOException com.jme3.asset.AssetLoadException com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1306,"CatchClause","java.lang.ClassCastException",true,"loader gltf loader input name ext ","com.google.gson.JsonElement java.lang.String com.jme3.scene.plugins.gltf.ExtensionLoader com.jme3.scene.plugins.gltf.GltfLoader java.util.Map.Entry java.lang.Object ","","getValue handleExtension ","AssetLoadException IOException ","",com.jme3.asset.AssetLoadException
1307,"CatchClause","java.lang.ClassCastException",true,"loader gltf loader input name extras ","com.google.gson.JsonElement java.lang.String com.jme3.scene.plugins.gltf.ExtrasLoader com.jme3.scene.plugins.gltf.GltfLoader java.lang.Object ","","handleExtras ","AssetLoadException ","",com.jme3.asset.AssetLoadException
1308,"IfStatement","null",false,"def param ","com.jme3.material.MatParam ","NULL ","","","com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1309,"IfStatement","null",false,"def param ","com.jme3.material.MatParam com.jme3.material.MatParamTexture ","","","","com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1310,"MethodDeclaration","null",true,"value ","java.lang.Object com.jme3.math.Matrix3f com.jme3.math.Vector4f com.jme3.math.ColorRGBA java.lang.Boolean java.lang.Float com.jme3.math.Vector3f com.jme3.math.Matrix4f com.jme3.math.Vector2f java.lang.String java.lang.Integer ","","","","",com.jme3.asset.AssetLoadException
1311,"IfStatement","null",true,"asset info ","com.jme3.asset.AssetInfo com.jme3.scene.plugins.gltf.BinDataKey com.jme3.asset.AssetKey ","","getKey ","IOException ","",com.jme3.asset.AssetLoadException
1312,"SwitchStatement","null",true,"component type ","int ","","","","",com.jme3.asset.AssetLoadException
1313,"SwitchStatement","null",true,"type ","java.lang.String ","","","","",com.jme3.asset.AssetLoadException
1314,"IfStatement","null",true,"","java.lang.Object ","NULL ","","","",com.jme3.asset.AssetLoadException
1315,"IfStatement","null",false,"rotations translations length scales times ","int com.jme3.math.Vector3f float com.jme3.math.Quaternion ","NULL ","","","",com.jme3.asset.AssetLoadException
1316,"CatchClause","java.lang.Exception",true,"version min version animations asset generator severe scenes textures materials asset info skinned spatials ","com.google.gson.JsonObject com.google.gson.JsonArray java.lang.String com.jme3.scene.Node void com.jme3.material.Material int com.jme3.asset.AssetInfo com.google.gson.JsonPrimitive com.jme3.scene.plugins.gltf.CustomContentManager java.util.logging.Level ","NULL generator Metallic scenes Roughness BaseColor Common/MatDefs/Light/PBRLighting.j3md textures materials ","getAsJsonArray getAsString getAsJsonObject setFloat getName size clear getAsJsonPrimitive setColor readExtensionAndExtras getChildren ","IOException ","",com.jme3.asset.AssetLoadException
1317,"IfStatement","null",false,"scenes ","com.google.gson.JsonArray ","NULL ","","IOException ","",com.jme3.asset.AssetLoadException
1318,"IfStatement","null",true,"uri ","java.lang.String boolean ",".bin ","endsWith ","IOException ","com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1319,"IfStatement","null",true,"uri ","java.lang.String ","NULL ","","IOException ","com.jme3.asset.AssetLoadException ",com.jme3.asset.AssetLoadException
1320,"IfStatement","null",false,"images ","com.google.gson.JsonArray ","NULL ","","IOException ","",com.jme3.asset.AssetLoadException
1321,"IfStatement","null",false,"samplers ","com.google.gson.JsonArray ","NULL ","","IOException ","",com.jme3.asset.AssetLoadException
1322,"SwitchStatement","null",true,"name ","java.lang.String ","","","IOException ","",java.lang.UnsupportedOperationException
1323,"SwitchStatement","null",true,"name ","java.lang.String ","","","IOException ","",java.lang.UnsupportedOperationException
1324,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
1325,"IfStatement","null",true,"object ","com.jme3.export.Savable com.jme3.material.Material ","","","IOException ","",java.lang.IllegalArgumentException
1326,"MethodDeclaration","null",true,"value ","com.jme3.export.Savable com.jme3.material.MatParam com.jme3.material.MatParamTexture ","","","","",java.lang.UnsupportedOperationException
1327,"IfStatement","null",false,"val ","java.lang.Object com.jme3.math.Quaternion ","","","","",java.lang.UnsupportedOperationException
1328,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1329,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1330,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1331,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1332,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1333,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1334,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1335,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1336,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1337,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1338,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1339,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1340,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1341,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1342,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1343,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1344,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1345,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1346,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1347,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1348,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1349,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1350,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1351,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1352,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1353,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1354,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1355,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1356,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1357,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1358,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1359,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1360,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1361,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1362,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1363,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1364,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object ","","","","",java.lang.AssertionError
1365,"IfStatement","null",true,"quad vertices length ","int com.jme3.scene.plugins.IrPolygon com.jme3.scene.plugins.IrVertex ","","","","",java.lang.IllegalStateException
1366,"IfStatement","null",false,"material index material vertex ","com.jme3.scene.plugins.IrVertex int java.lang.Integer ","","","","",java.lang.UnsupportedOperationException
1367,"IfStatement","null",false,"vertices polygon length ","int com.jme3.scene.plugins.IrPolygon com.jme3.scene.plugins.IrVertex ","","","","java.lang.IllegalStateException java.lang.UnsupportedOperationException ",java.lang.UnsupportedOperationException
1368,"IfStatement","null",false,"bitang inspection vertex tang ","com.jme3.scene.plugins.IrVertex com.jme3.math.Vector3f ","NULL ","","","java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException ",java.lang.IllegalStateException
1369,"IfStatement","null",false,"length vertex bone weights indices ","com.jme3.scene.plugins.IrVertex int com.jme3.scene.plugins.IrBoneWeightIndex ","","","","java.lang.UnsupportedOperationException java.lang.IllegalStateException ",java.lang.UnsupportedOperationException
1370,"IfStatement","null",true,"element stack top node ","java.lang.String java.util.Stack boolean ","","peek equals ","SAXException ","",org.xml.sax.SAXException
1371,"IfStatement","null",false,"light ","com.jme3.light.Light com.jme3.light.SpotLight ","","","SAXException ","",org.xml.sax.SAXException
1372,"IfStatement","null",false,"node ","com.jme3.scene.Node ","NULL ","getParent ","SAXException ","",org.xml.sax.SAXException
1373,"IfStatement","null",false,"mesh file ","java.lang.String ","NULL ","","SAXException ","com.jme3.asset.AssetNotFoundException com.jme3.asset.AssetNotFoundException ",org.xml.sax.SAXException
1374,"CatchClause","java.io.IOException",false,"ogre mesh mesh key mesh loader asset manager entity node ","com.jme3.scene.Spatial com.jme3.scene.plugins.ogre.OgreMeshKey com.jme3.asset.AssetManager com.jme3.scene.plugins.ogre.SceneMeshLoader com.jme3.scene.Node java.lang.Object int com.jme3.asset.AssetInfo ","","attachChild locateAsset load ","SAXException ","org.xml.sax.SAXException com.jme3.asset.AssetNotFoundException ",com.jme3.asset.AssetNotFoundException
1375,"IfStatement","null",false,"mesh file ","java.lang.String com.jme3.asset.AssetNotFoundException boolean ","","equals getMessage ","SAXException ","org.xml.sax.SAXException com.jme3.asset.AssetNotFoundException ",com.jme3.asset.AssetNotFoundException
1376,"IfStatement","null",false,"element stack ","java.util.Stack int ","","size ","SAXException ","org.xml.sax.SAXException org.xml.sax.SAXException ",org.xml.sax.SAXException
1377,"IfStatement","null",false,"root ","com.jme3.scene.Node ","NULL ","","SAXException ","org.xml.sax.SAXException org.xml.sax.SAXException ",org.xml.sax.SAXException
1378,"IfStatement","null",false,"cur element ","java.lang.String boolean ","nodes node ","equals ","SAXException ","org.xml.sax.SAXException org.xml.sax.SAXException ",org.xml.sax.SAXException
1379,"CatchClause","org.xml.sax.SAXException",true,"scene name warning ext info folder name material loader material list factory ","java.lang.String com.jme3.material.MaterialList java.io.InputStreamReader com.jme3.asset.AssetKey org.xml.sax.XMLReader javax.xml.parsers.SAXParserFactory com.jme3.asset.AssetInfo com.jme3.scene.plugins.ogre.matext.OgreMaterialKey void com.jme3.asset.AssetManager com.jme3.asset.AssetNotFoundException ","NULL .material Cannot locate {0} for scene {1} ","length openStream newInstance loadAsset setNamespaceAware getFolder log load getXMLReader getKey getName ","IOException ","java.io.IOException ",java.io.IOException
1380,"CatchClause","javax.xml.parsers.ParserConfigurationException",true,"scene name warning ext info folder name material loader material list factory ","java.lang.String com.jme3.material.MaterialList java.io.InputStreamReader com.jme3.asset.AssetKey org.xml.sax.XMLReader javax.xml.parsers.SAXParserFactory com.jme3.asset.AssetInfo com.jme3.scene.plugins.ogre.matext.OgreMaterialKey void com.jme3.asset.AssetManager com.jme3.asset.AssetNotFoundException ","NULL .material Cannot locate {0} for scene {1} ","length openStream newInstance loadAsset setNamespaceAware getFolder log load getXMLReader getKey getName ","IOException ","java.io.IOException ",java.io.IOException
1381,"SwitchStatement","null",false,"mesh ","com.jme3.scene.Mesh com.jme3.scene.Mesh.Mode ","","getMode ","SAXException ","",org.xml.sax.SAXException
1382,"IfStatement","null",true,"mat name ","java.lang.String com.jme3.asset.AssetNotFoundException boolean ","","equals getMessage ","","",com.jme3.asset.AssetNotFoundException
1383,"IfStatement","null",true,"op type ","java.lang.String boolean ","line_list ","equals ","SAXException ","",org.xml.sax.SAXException
1384,"IfStatement","null",false,"dims ","int ","","","SAXException ","org.xml.sax.SAXException ",org.xml.sax.SAXException
1385,"IfStatement","null",false,"","int ","","","SAXException ","org.xml.sax.SAXException ",org.xml.sax.SAXException
1386,"CatchClause","java.lang.Exception",true,"buf type attribs mesh ","java.nio.FloatBuffer org.xml.sax.Attributes java.lang.String float com.jme3.scene.VertexBuffer.Type com.jme3.scene.Mesh java.nio.Buffer com.jme3.scene.VertexBuffer ","","getValue parseFloat put getData getBuffer ","SAXException ","",org.xml.sax.SAXException
1387,"CatchClause","java.lang.Exception",true,"buf tangent buf tangent attribs mesh ","java.nio.FloatBuffer org.xml.sax.Attributes com.jme3.scene.VertexBuffer float java.lang.String com.jme3.scene.VertexBuffer.Type com.jme3.scene.Mesh java.nio.Buffer int ","","getValue parseFloat put getData getNumComponents getBuffer ","SAXException ","",org.xml.sax.SAXException
1388,"IfStatement","null",false,"length vals ","int java.lang.String ","","","SAXException ","",org.xml.sax.SAXException
1389,"CatchClause","org.xml.sax.SAXException",true,"warning ext info folder name material list factory material key mesh name ","java.lang.String com.jme3.asset.AssetKey com.jme3.material.MaterialList com.jme3.scene.plugins.ogre.matext.OgreMaterialKey java.io.InputStreamReader org.xml.sax.XMLReader javax.xml.parsers.SAXParserFactory com.jme3.scene.plugins.ogre.OgreMeshKey void com.jme3.asset.AssetManager com.jme3.asset.AssetNotFoundException ","NULL Cannot locate {0} for model {1} .material ","length loadAsset log substring compileModel newInstance setNamespaceAware getMaterialList getFolder getMaterialName getXMLReader ","IOException ","java.io.IOException ",java.io.IOException
1390,"CatchClause","javax.xml.parsers.ParserConfigurationException",true,"warning ext info folder name material list factory material key mesh name ","java.lang.String com.jme3.asset.AssetKey com.jme3.material.MaterialList com.jme3.scene.plugins.ogre.matext.OgreMaterialKey java.io.InputStreamReader org.xml.sax.XMLReader javax.xml.parsers.SAXParserFactory com.jme3.scene.plugins.ogre.OgreMeshKey void com.jme3.asset.AssetManager com.jme3.asset.AssetNotFoundException ","NULL Cannot locate {0} for model {1} .material ","length loadAsset log substring compileModel newInstance setNamespaceAware getMaterialList getFolder getMaterialName getXMLReader ","IOException ","java.io.IOException ",java.io.IOException
1391,"CatchClause","org.xml.sax.SAXException",true,"anim clips factory armature data ","org.xml.sax.XMLReader java.util.ArrayList javax.xml.parsers.SAXParserFactory com.jme3.scene.plugins.ogre.AnimData java.io.InputStreamReader com.jme3.anim.Armature void java.io.InputStream org.xml.sax.InputSource com.jme3.anim.AnimClip javax.xml.parsers.SAXParser ","NULL ","getXMLReader setErrorHandler newInstance setContentHandler newSAXParser setNamespaceAware parse ","IOException ","java.io.IOException ",java.io.IOException
1392,"CatchClause","javax.xml.parsers.ParserConfigurationException",true,"anim clips factory armature data ","org.xml.sax.XMLReader java.util.ArrayList javax.xml.parsers.SAXParserFactory com.jme3.scene.plugins.ogre.AnimData java.io.InputStreamReader com.jme3.anim.Armature void java.io.InputStream org.xml.sax.InputSource com.jme3.anim.AnimClip javax.xml.parsers.SAXParser ","NULL ","getXMLReader setErrorHandler newInstance setContentHandler newSAXParser setNamespaceAware parse ","IOException ","java.io.IOException ",java.io.IOException
1393,"IfStatement","null",true,"element stack top node ","java.lang.String java.util.Stack boolean ","","peek equals ","SAXException ","",org.xml.sax.SAXException
1394,"CatchClause","org.xml.sax.SAXException",true,"factory material list asset manager folder name ","java.io.InputStreamReader org.xml.sax.XMLReader javax.xml.parsers.SAXParserFactory void com.jme3.asset.AssetManager java.lang.String java.io.InputStream com.jme3.material.MaterialList org.xml.sax.InputSource javax.xml.parsers.SAXParser ","NULL ","newSAXParser parse setContentHandler setErrorHandler reset newInstance getXMLReader setNamespaceAware close ","IOException ","java.io.IOException ",java.io.IOException
1395,"CatchClause","javax.xml.parsers.ParserConfigurationException",true,"factory material list asset manager folder name ","java.io.InputStreamReader org.xml.sax.XMLReader javax.xml.parsers.SAXParserFactory void com.jme3.asset.AssetManager java.lang.String java.io.InputStream com.jme3.material.MaterialList org.xml.sax.InputSource javax.xml.parsers.SAXParser ","NULL ","newSAXParser parse setContentHandler setErrorHandler reset newInstance getXMLReader setNamespaceAware close ","IOException ","java.io.IOException ",java.io.IOException
1396,"IfStatement","null",false,"mat exts ","com.jme3.scene.plugins.ogre.matext.MaterialExtensionSet ","NULL ","","IOException ","",java.io.IOException
1397,"IfStatement","null",true,"value ctr ","int java.nio.FloatBuffer ","","limit ","IOException ","",java.io.IOException
1398,"IfStatement","null",true,"value ctr ","int java.nio.IntBuffer ","","limit ","IOException ","",java.io.IOException
1399,"IfStatement","null",true,"value ctr ","int java.nio.ByteBuffer ","","limit ","IOException ","",java.io.IOException
1400,"IfStatement","null",true,"value ctr ","int java.nio.ShortBuffer ","","limit ","IOException ","",java.io.IOException
1401,"CatchClause","javax.xml.parsers.ParserConfigurationException",true,"object serializer dom out ","com.jme3.export.xml.DOMOutputCapsule com.jme3.export.xml.DOMSerializer java.io.OutputStream com.jme3.export.Savable void org.w3c.dom.Document javax.xml.parsers.DocumentBuilderFactory javax.xml.parsers.DocumentBuilder java.lang.Class java.lang.String ","NULL ","getName newDocumentBuilder getDoc newDocument newInstance flush getClass write serialize ","IOException ","",java.io.IOException
1402,"CatchClause","java.lang.NumberFormatException",false,"tmp string ","java.lang.String byte java.lang.Byte ","","parseByte ","IOException ","java.io.IOException ",java.io.IOException
1403,"CatchClause","org.w3c.dom.DOMException",false,"tmp string ","java.lang.String byte java.lang.Byte ","","parseByte ","IOException ","java.io.IOException ",java.io.IOException
1404,"IfStatement","null",false,"strings length required size ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1405,"CatchClause","java.io.IOException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String byte java.lang.Byte java.io.IOException java.lang.Integer byte ","NULL '.  size says  size Wrong number of bytes for ' data , data contains  ","getAttribute length parseTokens parseByte findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1406,"CatchClause","java.lang.NumberFormatException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String byte java.lang.Byte java.io.IOException java.lang.Integer byte ","NULL '.  size says  size Wrong number of bytes for ' data , data contains  ","getAttribute length parseTokens parseByte findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1407,"CatchClause","org.w3c.dom.DOMException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String byte java.lang.Byte java.io.IOException java.lang.Integer byte ","NULL '.  size says  size Wrong number of bytes for ' data , data contains  ","getAttribute length parseTokens parseByte findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1408,"IfStatement","null",false,"byte arrays required size ","int java.util.List ","","size ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1409,"CatchClause","java.io.IOException",true,"name nodes tmp el current elem required size size string def val byte arrays ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList byte boolean byte java.io.IOException java.util.ArrayList ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt getLength getAttribute readByteArray ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1410,"CatchClause","java.lang.NumberFormatException",true,"name nodes tmp el current elem required size size string def val byte arrays ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList byte boolean byte java.io.IOException java.util.ArrayList ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt getLength getAttribute readByteArray ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1411,"CatchClause","org.w3c.dom.DOMException",true,"name nodes tmp el current elem required size size string def val byte arrays ","org.w3c.dom.Element int java.lang.String java.util.List org.w3c.dom.Node org.w3c.dom.NodeList byte boolean byte java.io.IOException java.util.ArrayList ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement length contains toArray getChildNodes parseInt getLength getAttribute readByteArray ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1412,"CatchClause","java.lang.NumberFormatException",false,"tmp string ","java.lang.String int java.lang.Integer ","","parseInt ","IOException ","java.io.IOException ",java.io.IOException
1413,"CatchClause","org.w3c.dom.DOMException",false,"tmp string ","java.lang.String int java.lang.Integer ","","parseInt ","IOException ","java.io.IOException ",java.io.IOException
1414,"IfStatement","null",false,"strings length required size ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1415,"CatchClause","java.io.IOException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String int java.lang.Integer java.io.IOException ","NULL '.  size says  size Wrong number of ints for ' data , data contains  ","getAttribute parseInt length parseTokens findChildElement ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1416,"CatchClause","java.lang.NumberFormatException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String int java.lang.Integer java.io.IOException ","NULL '.  size says  size Wrong number of ints for ' data , data contains  ","getAttribute parseInt length parseTokens findChildElement ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1417,"CatchClause","org.w3c.dom.DOMException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String int java.lang.Integer java.io.IOException ","NULL '.  size says  size Wrong number of ints for ' data , data contains  ","getAttribute parseInt length parseTokens findChildElement ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1418,"IfStatement","null",false,"required size int arrays ","int java.util.List ","","size ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1419,"CatchClause","java.io.IOException",true,"name nodes tmp el current elem required size size string def val int arrays ","org.w3c.dom.Element int java.lang.String org.w3c.dom.Node java.util.List org.w3c.dom.NodeList int boolean java.util.ArrayList int java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement readIntArray length contains toArray getChildNodes parseInt getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1420,"CatchClause","java.lang.NumberFormatException",true,"name nodes tmp el current elem required size size string def val int arrays ","org.w3c.dom.Element int java.lang.String org.w3c.dom.Node java.util.List org.w3c.dom.NodeList int boolean java.util.ArrayList int java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement readIntArray length contains toArray getChildNodes parseInt getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1421,"CatchClause","org.w3c.dom.DOMException",true,"name nodes tmp el current elem required size size string def val int arrays ","org.w3c.dom.Element int java.lang.String org.w3c.dom.Node java.util.List org.w3c.dom.NodeList int boolean java.util.ArrayList int java.io.IOException ","NULL Specified size  size String array contains wrong element count.   , data contains  array ","getNodeName size findChildElement readIntArray length contains toArray getChildNodes parseInt getLength getAttribute ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1422,"CatchClause","java.lang.NumberFormatException",false,"tmp string ","java.lang.String java.lang.Float float ","","parseFloat ","IOException ","java.io.IOException ",java.io.IOException
1423,"CatchClause","org.w3c.dom.DOMException",false,"tmp string ","java.lang.String java.lang.Float float ","","parseFloat ","IOException ","java.io.IOException ",java.io.IOException
1424,"IfStatement","null",false,"strings length required size ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException ",java.io.IOException
1425,"CatchClause","java.io.IOException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String float float java.lang.Float java.io.IOException java.lang.Integer ","NULL '.  size says  Wrong number of floats for ' size data , data contains  ","getAttribute parseFloat length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException ",java.io.IOException
1426,"CatchClause","org.w3c.dom.DOMException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String float float java.lang.Float java.io.IOException java.lang.Integer ","NULL '.  size says  Wrong number of floats for ' size data , data contains  ","getAttribute parseFloat length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException ",java.io.IOException
1427,"CatchClause","java.lang.NumberFormatException",true,"size_outer name tmp el current elem tmp def val size_inner strings ","int org.w3c.dom.Element float java.lang.String java.lang.String java.lang.Integer java.lang.Float float ","NULL size_outer data ","getAttribute parseInt parseFloat parseTokens findChildElement ","IOException ","java.io.IOException ",java.io.IOException
1428,"CatchClause","org.w3c.dom.DOMException",true,"size_outer name tmp el current elem tmp def val size_inner strings ","int org.w3c.dom.Element float java.lang.String java.lang.String java.lang.Integer java.lang.Float float ","NULL size_outer data ","getAttribute parseInt parseFloat parseTokens findChildElement ","IOException ","java.io.IOException ",java.io.IOException
1429,"CatchClause","java.lang.NumberFormatException",false,"tmp string ","java.lang.String java.lang.Double double ","","parseDouble ","IOException ","java.io.IOException ",java.io.IOException
1430,"CatchClause","org.w3c.dom.DOMException",false,"tmp string ","java.lang.String java.lang.Double double ","","parseDouble ","IOException ","java.io.IOException ",java.io.IOException
1431,"IfStatement","null",false,"strings length required size ","int java.lang.String ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
1432,"CatchClause","java.io.IOException",true,"name tmp el current elem length required size size string tmp def val strings ","int org.w3c.dom.Element java.lang.String java.lang.String double java.lang.Double java.io.IOException double java.lang.Integer ","NULL '.  size says  size data , data contains  Wrong number of doubles for ' ","getAttribute parseDouble length parseTokens findChildElement parseInt ","IOException ","java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
