@relation "lucene"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.RuntimeException,java.lang.IllegalArgumentException,java.lang.Error,java.io.IOException,java.lang.AssertionError,java.lang.IllegalStateException,java.text.ParseException,java.lang.UnsupportedOperationException,java.lang.NullPointerException,java.lang.Throwable,java.io.EOFException,java.io.FileNotFoundException,java.lang.Exception,org.apache.lucene.util.ThreadInterruptedException,org.apache.lucene.index.CorruptIndexException,java.lang.IndexOutOfBoundsException,org.apache.lucene.store.AlreadyClosedException,java.util.NoSuchElementException,java.io.UncheckedIOException,NULL,java.nio.file.NoSuchFileException,java.lang.NumberFormatException,org.antlr.v4.runtime.FailedPredicateException,org.apache.lucene.queryparser.classic.ParseException,org.apache.lucene.queryparser.flexible.standard.parser.ParseException,org.apache.lucene.queryparser.surround.parser.ParseException,org.apache.lucene.queryparser.xml.ParserException,junit.framework.AssertionFailedError,org.apache.tools.ant.BuildException}

@data
2868,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException java.lang.Error ",org.apache.lucene.queryparser.classic.ParseException
2869,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException java.lang.Error ",org.apache.lucene.queryparser.classic.ParseException
2870,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException java.lang.Error ",org.apache.lucene.queryparser.classic.ParseException
2871,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException java.lang.Error ",org.apache.lucene.queryparser.classic.ParseException
2872,"MethodDeclaration","null",false,"range_quoted goop2 goop1 kind image ","int org.apache.lucene.queryparser.classic.Token java.lang.String boolean ","","equals ","ParseException ","org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException org.apache.lucene.queryparser.classic.ParseException ",java.lang.Error
2873,"IfStatement","null",false,"kind term ","int org.apache.lucene.queryparser.classic.Token boolean ","","getToken allowedPostMultiTerm ","ParseException ","java.lang.Error ",org.apache.lucene.queryparser.classic.ParseException
2874,"MethodDeclaration","null",false,"kind split on whitespace term ","int boolean org.apache.lucene.queryparser.classic.Token ","","getToken allowedPostMultiTerm ","ParseException ","org.apache.lucene.queryparser.classic.ParseException ",java.lang.Error
2875,"MethodDeclaration","null",true,"jj_gc old token jj_gen token kind next gen ","int org.apache.lucene.queryparser.classic.Token org.apache.lucene.queryparser.classic.QueryParser.JJCalls ","100 NULL ","","ParseException ","",org.apache.lucene.queryparser.classic.ParseException
2876,"CatchClause","org.apache.lucene.queryparser.classic.ParseException",true,"term ","org.apache.lucene.index.Term java.lang.String void ","","field checkPhraseClauseIsForSameField ","","",java.lang.RuntimeException
2877,"IfStatement","null",true,"current phrase query field ","java.lang.String org.apache.lucene.queryparser.complexPhrase.ComplexPhraseQueryParser.ComplexPhraseQuery boolean ","","equals ","ParseException ","",org.apache.lucene.queryparser.classic.ParseException
2878,"IfStatement","null",false,"contents ","org.apache.lucene.search.Query org.apache.lucene.search.BooleanQuery ","","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
2879,"IfStatement","null",false,"","org.apache.lucene.search.Query org.apache.lucene.search.TermQuery ","","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
2880,"IfStatement","null",false,"child query ","org.apache.lucene.search.Query org.apache.lucene.search.MatchNoDocsQuery ","","","","",java.lang.IllegalArgumentException
2881,"IfStatement","null",true,"syntax parser ","org.apache.lucene.queryparser.flexible.core.parser.SyntaxParser ","NULL ","","","",java.lang.IllegalArgumentException
2882,"IfStatement","null",true,"query builder ","org.apache.lucene.queryparser.flexible.core.builders.QueryBuilder ","NULL ","","","",java.lang.IllegalArgumentException
2883,"IfStatement","null",true,"key ","org.apache.lucene.queryparser.flexible.core.config.ConfigurationKey ","NULL ","","","",java.lang.IllegalArgumentException
2884,"IfStatement","null",true,"key ","org.apache.lucene.queryparser.flexible.core.config.ConfigurationKey ","NULL ","","","",java.lang.IllegalArgumentException
2885,"IfStatement","null",true,"key ","org.apache.lucene.queryparser.flexible.core.config.ConfigurationKey ","NULL ","","","",java.lang.IllegalArgumentException
2886,"IfStatement","null",true,"key ","org.apache.lucene.queryparser.flexible.core.config.ConfigurationKey ","NULL ","","","",java.lang.IllegalArgumentException
2887,"IfStatement","null",true,"field name ","java.lang.String ","NULL ","","","",java.lang.IllegalArgumentException
2888,"IfStatement","null",true,"clauses ","java.util.List int ","NULL ","size ","","",java.lang.IllegalArgumentException
2889,"IfStatement","null",true,"path elements ","java.util.List int ","","size ","","",java.lang.RuntimeException
2890,"IfStatement","null",true,"clauses ","java.util.List int ","NULL ","size ","","",java.lang.IllegalArgumentException
2891,"IfStatement","null",true,"clauses child ","java.util.List org.apache.lucene.queryparser.flexible.core.nodes.QueryNode boolean ","NULL ","isLeaf ","","",java.lang.IllegalArgumentException
2892,"IfStatement","null",false,"clauses ","java.util.List boolean ","NULL ","isLeaf ","","",java.lang.IllegalArgumentException
2893,"IfStatement","null",false,"clauses ","java.util.List boolean ","NULL ","isLeaf ","","",java.lang.IllegalArgumentException
2894,"IfStatement","null",false,"child ","org.apache.lucene.queryparser.flexible.core.nodes.QueryNode ","NULL ","","QueryNodeException ","",java.lang.NullPointerException
2895,"IfStatement","null",false,"","org.apache.lucene.queryparser.flexible.standard.config.StandardQueryConfigHandler.Operator ","NULL ","","QueryNodeException ","",java.lang.IllegalArgumentException
2896,"IfStatement","null",true,"fields queries length ","int java.lang.String ","","","QueryNodeException ","",java.lang.IllegalArgumentException
2897,"IfStatement","null",true,"fields flags length ","int org.apache.lucene.search.BooleanClause.Occur java.lang.String ","","","QueryNodeException ","",java.lang.IllegalArgumentException
2898,"IfStatement","null",true,"fields flags queries length ","int java.lang.String org.apache.lucene.search.BooleanClause.Occur ","","","QueryNodeException ","",java.lang.IllegalArgumentException
2899,"IfStatement","null",true,"config ","org.apache.lucene.queryparser.flexible.core.config.QueryConfigHandler ","NULL ","","","",java.lang.IllegalArgumentException
2900,"IfStatement","null",true,"type ","java.lang.Class java.lang.Class ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
2901,"IfStatement","null",true,"type ","java.lang.Class boolean java.lang.Class java.lang.Double java.lang.Long java.lang.Float java.lang.Integer ","","equals ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
2902,"IfStatement","null",true,"format ","java.text.NumberFormat ","NULL ","","","",java.lang.IllegalArgumentException
2903,"IfStatement","null",false,"upper field lower field ","java.lang.String boolean ","NULL ","equals ","","",java.lang.IllegalArgumentException
2904,"IfStatement","null",true,"points config ","org.apache.lucene.queryparser.flexible.standard.config.PointsConfig ","NULL ","","QueryNodeException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
2905,"IfStatement","null",true,"points config lower number type ","java.lang.Class java.lang.Class org.apache.lucene.queryparser.flexible.standard.config.PointsConfig boolean ","NULL ","equals getType ","QueryNodeException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
2906,"IfStatement","null",true,"upper number type points config ","java.lang.Class java.lang.Class org.apache.lucene.queryparser.flexible.standard.config.PointsConfig boolean ","NULL ","equals getType ","QueryNodeException ","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
2907,"IfStatement","null",false,"chars read ","int ","","","IOException ","",java.io.IOException
2908,"CatchClause","org.apache.lucene.queryparser.flexible.standard.parser.ParseException",true,"querynode field ","org.apache.lucene.queryparser.flexible.core.nodes.QueryNode java.lang.CharSequence ","","TopLevelQuery ","QueryNodeParseException ","org.apache.lucene.queryparser.flexible.core.QueryNodeParseException ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2909,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2910,"MethodDeclaration","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException ",java.lang.Error
2911,"MethodDeclaration","null",false,"","","","","ParseException ","",java.lang.Error
2912,"MethodDeclaration","null",false,"mod_not first clauses ","java.util.Vector org.apache.lucene.queryparser.flexible.core.nodes.ModifierQueryNode.Modifier org.apache.lucene.queryparser.flexible.core.nodes.ModifierQueryNode org.apache.lucene.queryparser.flexible.core.nodes.QueryNode ","NULL ","getModifier ","ParseException ","",java.lang.Error
2913,"MethodDeclaration","null",false,"clauses ","java.util.Vector ","NULL ","","ParseException ","",java.lang.Error
2914,"MethodDeclaration","null",false,"clauses ","java.util.Vector ","NULL ","","ParseException ","",java.lang.Error
2915,"MethodDeclaration","null",false,"mod_none mods ","org.apache.lucene.queryparser.flexible.core.nodes.ModifierQueryNode.Modifier org.apache.lucene.queryparser.flexible.core.nodes.ModifierQueryNode ","","","ParseException ","",java.lang.Error
2916,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2917,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2918,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2919,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",java.lang.Error
2920,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2921,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2922,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2923,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2924,"MethodDeclaration","null",false,"boost quoted term kind group ","int boolean org.apache.lucene.queryparser.flexible.standard.parser.Token org.apache.lucene.queryparser.flexible.core.nodes.QueryNode ","NULL ","jj_2_1 jj_2_2 ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException ",java.lang.Error
2925,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2926,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2927,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2928,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2929,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2930,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2931,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2932,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2933,"MethodDeclaration","null",false,"goop2 goop1 fms kind fuzzy boost regexp fuzzy slop range_quoted ","int org.apache.lucene.queryparser.flexible.standard.parser.Token float boolean org.apache.lucene.queryparser.flexible.core.nodes.QueryNode ","NULL 1.0f 0.0f ","","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException org.apache.lucene.queryparser.flexible.standard.parser.ParseException ",java.lang.Error
2934,"MethodDeclaration","null",true,"jj_gc old token jj_gen token kind next gen ","int org.apache.lucene.queryparser.flexible.standard.parser.Token org.apache.lucene.queryparser.flexible.standard.parser.StandardSyntaxParser.JJCalls ","100 NULL ","","ParseException ","",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2935,"IfStatement","null",true,"escape char string sequence1 ","java.lang.CharSequence ","NULL ","","","",java.lang.NullPointerException
2936,"IfStatement","null",false,"code point multiplier ","int ","","","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2937,"IfStatement","null",false,"last char was escape char ","boolean ","","","ParseException ","org.apache.lucene.queryparser.flexible.standard.parser.ParseException ",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2938,"IfStatement","null",true,"","char ","","","ParseException ","",org.apache.lucene.queryparser.flexible.standard.parser.ParseException
2939,"IfStatement","null",false,"fuzzy node ","org.apache.lucene.queryparser.flexible.core.nodes.FuzzyQueryNode float ","","getSimilarity ","QueryNodeException ","",java.lang.IllegalArgumentException
2940,"CatchClause","java.io.IOException",false,"buffer pos incr att position increment position count source num tokens several tokens at same position ","org.apache.lucene.analysis.CachingTokenFilter int org.apache.lucene.analysis.tokenattributes.PositionIncrementAttribute boolean java.io.IOException void org.apache.lucene.analysis.TokenStream ","NULL ","reset getAttribute hasAttribute incrementToken getPositionIncrement ","QueryNodeException ","",java.lang.RuntimeException
2941,"IfStatement","null",false,"rewrite method ","org.apache.lucene.search.MultiTermQuery.RewriteMethod ","NULL ","","","",java.lang.IllegalArgumentException
2942,"IfStatement","null",false,"fields ","java.lang.CharSequence ","NULL ","","QueryNodeException ","java.lang.RuntimeException ",java.lang.IllegalArgumentException
2943,"CatchClause","java.lang.CloneNotSupportedException",false,"fields field node children ","org.apache.lucene.queryparser.flexible.core.nodes.FieldableNode int java.util.List java.lang.CharSequence boolean void org.apache.lucene.queryparser.flexible.core.nodes.QueryNode ","","cloneTree add setField ","QueryNodeException ","java.lang.IllegalArgumentException ",java.lang.RuntimeException
2944,"IfStatement","null",false,"","org.apache.lucene.queryparser.flexible.standard.config.StandardQueryConfigHandler.Operator ","NULL ","","QueryNodeException ","",java.lang.IllegalArgumentException
2945,"IfStatement","null",true,"should operator must ","org.apache.lucene.search.BooleanClause.Occur org.apache.lucene.search.BooleanClause ","","","","",java.lang.IllegalArgumentException
2946,"CatchClause","org.apache.lucene.queryparser.surround.parser.TokenMgrError",false,"","org.apache.lucene.queryparser.surround.query.SrndQuery ","","TopSrndQuery ","ParseException ","",org.apache.lucene.queryparser.surround.parser.ParseException
2947,"IfStatement","null",false,"","java.lang.String ","NULL ","","ParseException ","",org.apache.lucene.queryparser.surround.parser.ParseException
2948,"MethodDeclaration","null",false,"","","","","ParseException ","",java.lang.Error
2949,"MethodDeclaration","null",false,"","","","","ParseException ","",java.lang.Error
2950,"MethodDeclaration","null",false,"field names ","java.util.ArrayList boolean ","NULL ","jj_2_1 ","ParseException ","",java.lang.Error
2951,"MethodDeclaration","null",false,"queries ","java.util.ArrayList ","NULL ","","ParseException ","",java.lang.Error
2952,"MethodDeclaration","null",false,"queries ","java.util.ArrayList ","NULL ","","ParseException ","",java.lang.Error
2953,"MethodDeclaration","null",false,"queries ","java.util.ArrayList ","NULL ","","ParseException ","",java.lang.Error
2954,"MethodDeclaration","null",false,"","","","","ParseException ","",java.lang.Error
2955,"MethodDeclaration","null",false,"","","","","ParseException ","",java.lang.Error
2956,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","java.lang.Error ",org.apache.lucene.queryparser.surround.parser.ParseException
2957,"MethodDeclaration","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException ",java.lang.Error
2958,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","java.lang.Error ",org.apache.lucene.queryparser.surround.parser.ParseException
2959,"MethodDeclaration","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException ",java.lang.Error
2960,"MethodDeclaration","null",false,"","","","","ParseException ","",java.lang.Error
2961,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.surround.parser.ParseException
2962,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.surround.parser.ParseException
2963,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.surround.parser.ParseException
2964,"SwitchStatement","null",false,"jj_ntk ","int ","","jj_ntk ","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException java.lang.Error ",org.apache.lucene.queryparser.surround.parser.ParseException
2965,"MethodDeclaration","null",false,"minimum_prefix_length term image ","java.lang.String org.apache.lucene.queryparser.surround.parser.Token int boolean ","","allowedSuffix length allowedTruncation ","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException org.apache.lucene.queryparser.surround.parser.ParseException ",java.lang.Error
2966,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException ",org.apache.lucene.queryparser.surround.parser.ParseException
2967,"IfStatement","null",false,"","","","","ParseException ","org.apache.lucene.queryparser.surround.parser.ParseException ",org.apache.lucene.queryparser.surround.parser.ParseException
2968,"MethodDeclaration","null",true,"jj_gc old token jj_gen token kind next gen ","int org.apache.lucene.queryparser.surround.parser.Token org.apache.lucene.queryparser.surround.parser.QueryParser.JJCalls ","100 NULL ","","ParseException ","",org.apache.lucene.queryparser.surround.parser.ParseException
2969,"IfStatement","null",false,"chars read ","int ","","","IOException ","",java.io.IOException
2970,"IfStatement","null",true,"queries ","java.util.List int ","","size ","","",java.lang.AssertionError
2971,"IfStatement","null",true,"","org.apache.lucene.search.Query org.apache.lucene.search.spans.SpanQuery ","","","","",java.lang.AssertionError
2972,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object org.apache.lucene.queryparser.surround.query.SrndQuery ","","","","",java.lang.Error
2973,"IfStatement","null",true,"queries ","java.util.List int ","","size ","","",java.lang.AssertionError
2974,"IfStatement","null",false,"kid ","org.w3c.dom.Element ","NULL ","","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2975,"IfStatement","null",false,"kid ","org.w3c.dom.Element ","NULL ","","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2976,"IfStatement","null",false,"","java.lang.String ","NULL ","","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2977,"IfStatement","null",false,"","java.lang.String ","NULL ","","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2978,"IfStatement","null",false,"","java.lang.String int ","NULL ","length ","ParserException ","",org.apache.lucene.queryparser.xml.ParserException
2979,"CatchClause","java.lang.Exception",false,"dbf ","javax.xml.parsers.DocumentBuilder javax.xml.parsers.DocumentBuilderFactory ","","newDocumentBuilder ","","java.lang.RuntimeException ",java.lang.RuntimeException
