@relation "pdfbox"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.io.IOException,java.lang.IllegalStateException,java.io.EOFException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,org.apache.pdfbox.examples.signature.cert.CertificateVerificationException,java.lang.Exception,org.bouncycastle.cert.ocsp.OCSPException,org.apache.pdfbox.preflight.exception.ValidationException,org.apache.pdfbox.preflight.content.ContentStreamException,org.apache.xmpbox.type.BadFieldValueException,org.apache.xmpbox.xml.XmpParsingException}

@data
377,"IfStatement","null",false,"node ","org.w3c.dom.Node ","NULL ","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
378,"CatchClause","org.apache.xmpbox.schema.XmpSchemaException",true,"default_rdf_prefix xmp xmlns_attribute about_name attr properties description nnm ","org.w3c.dom.Attr java.lang.String org.w3c.dom.Element int org.w3c.dom.NamedNodeMap java.util.List org.apache.xmpbox.XMPMetadata org.apache.xmpbox.type.TypeMapping boolean org.apache.xmpbox.XmpConstants void ","NULL ","equals getPrefix getLocalName parseDescriptionRootAttr getLength getElementChildren getAttributes parseChildrenAsProperties item ","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
379,"CatchClause","java.lang.IllegalArgumentException",true,"attr container type namespace schema ","org.apache.xmpbox.type.AbstractSimpleProperty java.lang.String org.w3c.dom.Attr org.apache.xmpbox.type.TypeMapping org.apache.xmpbox.schema.XMPSchema org.apache.xmpbox.type.PropertyType org.apache.xmpbox.type.ComplexPropertyContainer org.apache.xmpbox.type.Types void ","","getValue addProperty type getPrefix instanciateSimpleProperty getLocalName ","XmpSchemaException XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
380,"IfStatement","null",true,"namespace ","java.lang.String org.apache.xmpbox.type.TypeMapping boolean ","","isDefinedSchema ","XmpParsingException XmpSchemaException ","",org.apache.xmpbox.xml.XmpParsingException
381,"IfStatement","null",false,"strict parsing ","boolean ","","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
382,"CatchClause","java.lang.IllegalArgumentException",true,"defined type container name strict parsing text xmp namespace prefix type property invalid type ","org.apache.xmpbox.type.PropertyType org.apache.xmpbox.type.Types org.apache.xmpbox.XMPMetadata org.w3c.dom.Element org.apache.xmpbox.type.ComplexPropertyContainer java.lang.String void boolean org.apache.xmpbox.xml.XmpParsingException.ErrorType org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.type.Cardinality ","NULL No type defined for { ","type manageSimpleType manageDefinedType card isStructured isArray manageArray isSimple manageLangAlt manageStructuredType ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
383,"IfStatement","null",false,"inner ","org.w3c.dom.Element ","NULL ","","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
384,"IfStatement","null",false,"bag or seq ","org.w3c.dom.Element ","NULL ","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
385,"IfStatement","null",true,"bag or seq type ","java.lang.String org.apache.xmpbox.type.PropertyType org.w3c.dom.Element org.apache.xmpbox.type.Cardinality boolean ","","card name equals getLocalName ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
386,"CatchClause","org.apache.xmpbox.type.BadFieldValueException",true,"type descriptor ","javax.xml.namespace.QName org.apache.xmpbox.type.Types org.apache.xmpbox.type.TypeMapping org.apache.xmpbox.type.AbstractField java.lang.String org.apache.xmpbox.type.AbstractStructuredType ","","instanciateStructuredType getLocalPart ","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
387,"IfStatement","null",false,"type ","org.apache.xmpbox.type.PropertyType ","NULL ","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
388,"IfStatement","null",false,"type ","org.apache.xmpbox.type.PropertyType boolean org.apache.xmpbox.type.Types ","","type isStructured ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
389,"IfStatement","null",true,"","org.w3c.dom.ProcessingInstruction java.lang.String boolean ","xpacket ","getNodeName equals ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
390,"IfStatement","null",false,"token ","java.lang.String boolean ","","endsWith ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
391,"IfStatement","null",false,"pos ","int ","","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
392,"IfStatement","null",false,"token pos ","int java.lang.String ","","length ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
393,"SwitchStatement","null",false,"name ","java.lang.String ","","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
394,"IfStatement","null",false,"end ","char ","","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
395,"IfStatement","null",false,"xpack data ","java.lang.String boolean ","end= ","startsWith ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
396,"IfStatement","null",false,"","org.w3c.dom.NodeList int ","","getLength ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
397,"IfStatement","null",false,"","org.w3c.dom.NodeList int ","","getLength ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
398,"IfStatement","null",true,"root ","org.w3c.dom.Element org.w3c.dom.Node ","","getFirstChild ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
399,"IfStatement","null",true,"element ","java.lang.String org.w3c.dom.Element boolean ","NULL ","getNamespaceURI equals ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
400,"IfStatement","null",true,"element prefix ","java.lang.String org.w3c.dom.Element boolean ","NULL ","getPrefix equals ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
401,"IfStatement","null",true,"element ","java.lang.String org.w3c.dom.Element boolean ","NULL ","equals getLocalName ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
402,"IfStatement","null",true,"type ","org.apache.xmpbox.type.Types boolean ","","isDefined ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
403,"CatchClause","org.apache.xmpbox.type.BadFieldValueException",true,"structured namespace name type invalid type ","org.apache.xmpbox.type.Types java.lang.String org.apache.xmpbox.type.TypeMapping org.apache.xmpbox.xml.XmpParsingException.ErrorType boolean org.apache.xmpbox.type.AbstractStructuredType org.apache.xmpbox.xml.XmpParsingException ","Type not structured :  ","instanciateDefinedType isDefined instanciateStructuredType isStructured ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
404,"IfStatement","null",true,"ns finder prop ","org.apache.xmpbox.xml.DomXmpParser.NamespaceFinder javax.xml.namespace.QName java.lang.String boolean ","","getNamespaceURI containsNamespace ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
405,"IfStatement","null",false,"nsuri ","java.lang.String org.apache.xmpbox.type.TypeMapping boolean ","","isDefinedNamespace ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
406,"CatchClause","org.apache.xmpbox.type.BadFieldValueException",true,"prop ","javax.xml.namespace.QName org.apache.xmpbox.type.TypeMapping org.apache.xmpbox.type.PropertyType ","","getSpecifiedPropertyType ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
407,"IfStatement","null",false,"cprefix namespace prefix cnamespace ","java.lang.String boolean ","","equals ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
408,"IfStatement","null",false,"cprefix namespace prefix cnamespace ","java.lang.String boolean ","","equals ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
409,"IfStatement","null",false,"st pdfa ext xmp schema ","java.lang.String org.apache.xmpbox.type.StructuredType org.apache.xmpbox.schema.XMPSchema boolean ","","getPrefix equals preferedPrefix ","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
410,"IfStatement","null",false,"properties ","org.apache.xmpbox.type.ArrayProperty ","NULL ","","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
411,"IfStatement","null",false,"pdescription pname p category ptype ","java.lang.String ","NULL ","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
412,"IfStatement","null",false,"","org.apache.xmpbox.type.PropertyType ","NULL ","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
413,"IfStatement","null",false,"","org.apache.xmpbox.type.PropertyType org.apache.xmpbox.type.Types ","NULL ","type ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
414,"IfStatement","null",false,"defined type ","org.apache.xmpbox.type.Types org.apache.xmpbox.type.PropertyType boolean ","","type isStructured isSimple ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
415,"IfStatement","null",false,"tdescription tns tprefix ttype ","java.lang.String ","NULL ","","XmpParsingException ","",org.apache.xmpbox.xml.XmpParsingException
416,"IfStatement","null",false,"f description f value type f name ","java.lang.String ","NULL ","","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
417,"CatchClause","java.lang.IllegalArgumentException",true,"f value structured type f value type f name simple ","org.apache.xmpbox.type.Types java.lang.String org.apache.xmpbox.type.Cardinality org.apache.xmpbox.type.DefinedStructuredType void org.apache.xmpbox.type.PropertyType org.apache.xmpbox.type.TypeMapping ","","valueOf addProperty createPropertyType ","XmpParsingException ","org.apache.xmpbox.xml.XmpParsingException ",org.apache.xmpbox.xml.XmpParsingException
418,"IfStatement","null",false,"dfield ","java.lang.reflect.Field java.lang.Class java.lang.String boolean ","","equals getType ","Exception ","",java.lang.IllegalArgumentException
419,"SwitchStatement","null",false,"cardinality ","org.apache.xmpbox.type.Cardinality ","","","Exception ","",java.lang.Exception
420,"IfStatement","null",false,"type simple ","org.apache.xmpbox.type.Cardinality org.apache.xmpbox.type.PropertyType ","","card ","Exception ","",java.lang.Exception
421,"IfStatement","null",false,"alt type thumbnail ","org.apache.xmpbox.type.Cardinality org.apache.xmpbox.type.Types org.apache.xmpbox.type.PropertyType ","","card type ","Exception ","",java.lang.Exception
422,"MethodDeclaration","null",false,"","","","","Exception ","",java.lang.IllegalArgumentException
423,"IfStatement","null",true,"type ","org.apache.xmpbox.type.Types boolean org.apache.xmpbox.type.TextType java.lang.Class ","","isAssignableFrom getImplementingClass ","","",java.lang.IllegalArgumentException
424,"IfStatement","null",true,"type ","org.apache.xmpbox.type.Types org.apache.xmpbox.type.IntegerType java.lang.Class ","","getImplementingClass ","","",java.lang.IllegalArgumentException
